"Bat1","Wkts","Conc","Ct","St","","Opposition","Ground","Start Date"
"40","0","22","0","0","","v New Zealand","Christchurch","2 Apr 1994"
"63","0","12","0","0","","v New Zealand","Wellington","30 Mar 1994"
"82","-","-","0","0","","v New Zealand","Auckland","27 Mar 1994"
"15","0","37","0","0","","v New Zealand","Napier","25 Mar 1994"
"52","1","23","0","0","","v Sri Lanka","Jalandhar","20 Feb 1994"
"11*","1","36","1","0","","v Sri Lanka","Hyderabad (Deccan)","18 Feb 1994"
"1","3","43","1","0","","v Sri Lanka","Rajkot","15 Feb 1994"
"28*","1","24","0","0","","v West Indies","Kolkata","27 Nov 1993"
"15","0","3","0","0","","v South Africa","Kolkata","24 Nov 1993"
"3","-","-","0","0","","v South Africa","Mohali","22 Nov 1993"
"24","1","48","0","0","","v Zimbabwe","Indore","18 Nov 1993"
"2","0","11","0","0","","v West Indies","Ahmedabad","16 Nov 1993"
"26*","1","27","1","0","","v Sri Lanka","Kanpur","7 Nov 1993"
"25","0","15","0","0","","v Sri Lanka","Moratuwa","14 Aug 1993"
"15","0","20","1","0","","v Sri Lanka","Colombo (RPS)","12 Aug 1993"
"21","-","-","0","0","","v Sri Lanka","Colombo (RPS)","25 Jul 1993"
"DNB","0","30","0","0","","v Zimbabwe","Pune","25 Mar 1993"
"8*","-","-","0","0","","v Zimbabwe","Guwahati","22 Mar 1993"
"3","1","6","0","0","","v Zimbabwe","Faridabad","19 Mar 1993"
"34","-","-","0","0","","v England","Gwalior","5 Mar 1993"
"5","-","-","0","0","","v England","Gwalior","4 Mar 1993"
"24","-","-","0","0","","v England","Jamshedpur","1 Mar 1993"
"3","-","-","1","0","","v England","Bengaluru","26 Feb 1993"
"1","0","16","1","0","","v England","Chandigarh","21 Jan 1993"
"82*","-","-","0","0","","v England","Jaipur","18 Jan 1993"
"21","-","-","1","0","","v South Africa","East London","19 Dec 1992"
"23","-","-","0","0","","v South Africa","Durban","17 Dec 1992"
"32","0","27","0","0","","v South Africa","Bloemfontein","15 Dec 1992"
"21","0","4","0","0","","v South Africa","Johannesburg","13 Dec 1992"
"22","0","16","0","0","","v South Africa","Centurion","11 Dec 1992"
"10","0","18","0","0","","v South Africa","Port Elizabeth","9 Dec 1992"
"15","1","25","1","0","","v South Africa","Cape Town","7 Dec 1992"
"39","0","16","0","0","","v Zimbabwe","Harare","25 Oct 1992"
"14","0","20","0","0","","v South Africa","Adelaide","15 Mar 1992"
"84","0","2","0","0","","v New Zealand","Dunedin","12 Mar 1992"
"4","0","20","1","0","","v West Indies","Wellington","10 Mar 1992"
"81","1","35","0","0","","v Zimbabwe","Hamilton","7 Mar 1992"
"54*","1","37","0","0","","v Pakistan","Sydney","4 Mar 1992"
"11","0","29","0","0","","v Australia","Brisbane","1 Mar 1992"
"DNB","-","-","-","-","","v Sri Lanka","Mackay","28 Feb 1992"
"35","0","37","1","0","","v England","Perth","22 Feb 1992"
"69","0","18","1","0","","v Australia","Sydney","20 Jan 1992"
"4","1","29","0","0","","v Australia","Melbourne","18 Jan 1992"
"57*","0","38","0","0","","v West Indies","Melbourne","16 Jan 1992"
"31","0","14","0","0","","v Australia","Sydney","14 Jan 1992"
"77","0","27","0","0","","v West Indies","Brisbane","11 Jan 1992"
"21","0","3","1","0","","v Australia","Adelaide","15 Dec 1991"
"48","0","10","0","0","","v West Indies","Adelaide","14 Dec 1991"
"57","-","-","1","0","","v Australia","Hobart","10 Dec 1991"
"36","0","8","1","0","","v Australia","Perth","8 Dec 1991"
"1","1","5","0","0","","v West Indies","Perth","6 Dec 1991"
"1","0","38","0","0","","v South Africa","New Delhi","14 Nov 1991"
"4","0","31","0","0","","v South Africa","Gwalior","12 Nov 1991"
"62","1","27","0","0","","v South Africa","Kolkata","10 Nov 1991"
"0","0","24","0","0","","v Pakistan","Sharjah","25 Oct 1991"
"49","0","20","1","0","","v Pakistan","Sharjah","23 Oct 1991"
"11*","4","34","0","0","","v West Indies","Sharjah","22 Oct 1991"
"22","-","-","0","0","","v West Indies","Sharjah","19 Oct 1991"
"52*","-","-","0","0","","v Pakistan","Sharjah","18 Oct 1991"
"53","-","-","0","0","","v Sri Lanka","Kolkata","4 Jan 1991"
"4","-","-","0","0","","v Sri Lanka","Cuttack","28 Dec 1990"
"DNB","0","15","0","0","","v Bangladesh","Chandigarh","25 Dec 1990"
"30","-","-","0","0","","v Sri Lanka","Margao","8 Dec 1990"
"53","2","39","2","0","","v Sri Lanka","Pune","5 Dec 1990"
"36","-","-","0","0","","v Sri Lanka","Nagpur","1 Dec 1990"
"31","0","10","0","0","","v England","Nottingham","20 Jul 1990"
"19","-","-","0","0","","v England","Leeds","18 Jul 1990"
"20","-","-","0","0","","v Pakistan","Sharjah","27 Apr 1990"
"10","-","-","1","0","","v Sri Lanka","Sharjah","25 Apr 1990"
"36","-","-","0","0","","v New Zealand","Wellington","6 Mar 1990"
"0","-","-","0","0","","v New Zealand","Dunedin","1 Mar 1990"
"0","-","-","0","0","","v Pakistan","Gujranwala","18 Dec 1989"
